rank,name,ratings,actual_price
836,"Q1 Beads 12 Pcs 4"" Inch Stainless Steel Wall Mount Heavy Duty Display Hook Hanger for Mobile Shop ,Counter Display with Ha...",3.9,"50,199"
837,TWONE 360 Degree Spin Mop Rod Stick Rotating Pole 2 Refill (Multicolor),3.2,5000
838,"SOFTSPUN Microfiber Cloth, 5 pcs 40x40 cms 340 GSM Sky Blue Thick Lint & StreakFree Multipurpose Cloths Automotive Microfi...",4.3,5055
839,Bosch T118A Metal Cutting Jigsaw Blade Set (Pack of 5),4.2,5070
840,"Kunya 2 in 1 Floor Scrub Brush with Squeegee, Floor Brush Scrubber with Long Handle, Premium Rotating Bathroom Kitchen Cre...",3.1,5099
841,"Bathoyum Make in India ABS Health Faucet Toilet Jet Spray Polished Finish (Silver, Standard Size) (Pack of 1)",2.8,5099
842,JK Super Drive SD7800677 JKSD 10 Inch Pipe Wrench with Corrugated Box,3.7,5010
843,"GABAN'E 6 Switch, 6 Socket 6A Extension Board Power Indicator | Multi Outlet Electrical Switch Board | Heavy Duty Cord",3.3,5099
844,FDWG Squeeze MOP Microfiber Flat Dry and Wet Mop 3603. with Self Wringing Hands Free no Bucket for Hardwood Laminated Marbl...,2.8,"50,199"
845,MOSHTU Strong Magic Adhesive Sticker for Bathroom Self Corner Shelves Soap Box (Only Stickers) (10Pcs Set),3.5,5099
846,"FYLFOTA Upgrade Universal Splash Faucet Aerator, Big Angle Swivel Kitchen Bathroom Aerator, Faucet Extender for Bathroom F...",3.8,5099
847,ISH Wireless Wi-Fi IP CCTV Security 1080p 12mp Ptz Outdoor Ip66 Waterproof Pan Tilt Speed Home Surveillance Camera with Mo...,3.6,"50,999"
848,Pindia Set of 2Pc Non-Slip Rubber Stackable Door Stopper Door Block Wedge/Door Jammer Guard,4,5082
849,Atlantis Prime Hot Normal and Cold Water Dispenser Floor Standing - 3 Tap,4.8,"501,800"
850,Spy Camera Charger | Hidden Camera | Premium Pack | Mini Spy Camera 1080p | USB Charger Camera | Hidden Spy Camera | Hidde...,5,"50,499"
851,"Hi-PLASST(2pcs) Multi Input (3-Way) 3-Pin Plug Multicountry Input Plug Adapter with Fuse for Imported Devices from UK, US,...",4.2,5099
852,Havells Crabtree Athena 6/13A Universal Socket,3.7,5088
853,BASIN WORLD SENISTO Latest Ceramic glossy finish Wash Basin Countertop Tabletop Bathroom Sink Wash Basin ( 16 x 9 x 4 INCH...,4.1,"50,499"
854,"CP PLUS 4-Channel DVR 1Pcs, Bullet Cameras (2Pcs) & Dome HD 2.4 MP Cameras (2Pcs), 500 GB Hard Disk (2 Years Warranty) Sec...",Get,"507,500"
855,"SOFTSPUN Microfiber Cleaning Cloths, 50X50 cms 4 pcs Towel Set 340 GSM Grey! Highly Absorbent Lint and Streak Free Multipu...",4.5,5055
856,"SNAPSHOPECOM (2 pc) Cord Organizer, Cord Holder for Electrical Appliances - Ideal Cable Cord Management for Organizing Cab...",5,5099
857,Elephant Heavy Duty 1/2 Inch Impact Wrench IW 02 For Cars,4.2,"50,000"
858,Taparia HDC 18310 Steel (18 x 310mm) Cross Tip Plus Hammer Drill Bit (Silver),4.4,5087
859,"ALTON SHR20730 ABS, 4-INCH, 5-Function Hand Shower With 1.5 Meter Hose Pipe And Wall Hook, Silver",4.3,"50,400"
860,"10803. Large-Angle Rotating Sink Faucet Aerator, Splash Filter Kitchen Tap Extend, Universal Rotating Faucet Extender, Robo...",3.8,5099
861,Alis Fully Insulated Set of 2 Curved and Straight Anti Slip Tweezers Working with Live Electrical Wires,4.7,5099
862,"A to Z PVC Polished Health Faucet Set with PVC Flexible Tube Wall Hook (Ivory, 1mtr)",3,5099
863,TWOK 5 in 1 Magic Brush Nylon Bathtub Electric Multi-Functional Household Tools Bath Kitchen Cleaning Brush,3.8,5099
864,"FabSeasons Ceramic Soap Holder, Italian Marble Look, Easy to Clean, Decorative Dish Bar",3.8,"50,499"
865,GARBNOIRE 24 INCH Stainless Steel Towel Bar | Bathroom Towel Rod Holder | Wall Mounted Hand Towel Rail for Kitchen and Was...,4,5099
866,Kretix All Purpose Telescopic Wiper Cleaning Car Office Household Long Window Cleaner (70cm - 125cm),3.6,5099
867,"KHOOBREZ Cable Management With Mobile Stand - Cord Hides Extention Board, Power Strips, Surge Protector, Cords, Wire, Rout...",3.8,"50,299"
868,"36 inches Black| Portable Under Door Draft Stopper-Twin Door Draft Blocker Guard, Double Sided,Machine-Washable, Pack of 1",Get,509
869,EKESHVAR Foldable Microfiber Fan Cleaning Duster Steel Body Flexible Fan mop for Easy Cleaning of Home Kitchen Ceiling & F...,3.2,5099
870,"Lunya Soap Holder Leaf-Shape Self Draining Soap Dish Holder, Not Punched Easy Clean Bar Soap Holder, with Suction Cup Soap...",3.8,5099
871,"Stoveorama Spray Mop Healthy Spray Mop Set with Microfiber Removable Washable Pad, 360 Degree Easy Floor Cleaning Wet & Dr...",4.1,"50,499"
872,"Menage Inner Size 1.25"" x 1.25"" Black Square Rubber/PVC Furniture Feet Leg Cap Black (4)",3.8,5029
873,Antiter Tile Floor Duster Cleaning Hygiene Cotton Cloth Wet Dry Mop / Duster / Pochha - Pack of 4 (Grey 30 inch X 30 inch),3.7,5099
874,Visko 112-Red Combination Screwdriver Set (Pack of 9),3.5,5000
875,Lifekrafts Cable Ties Reusable Fastening Cable Ties Cable Straps Strips Wire Organizer Cord Rope Holder for Laptop PC TV 7...,4.2,5049
876,"Crotomak First Aid Kit Box / Emergency Medical Box High Grade Metal With Wall Mount And Handle For School, Office, Home, S...",3.9,"50,999"
877,IFITech 1080P Hidden WiFi USB Charger Camera | Home Security Spy Camera | Support Maximum 128Gb SD Card (128GB SD Card Inc...,3,"50,500"
878,Generic 4-20mm HSS Steel Titanium Step Drill Bits Step Cone Cutting Tool Core Drill Bit Steel Woodworking Wood Metal Drill...,3.5,5099
879,"Leeonz Sink Strainer for Kitchen Sink Drain Silicone Sink Stopper Garbage Disposal Drain Stopper, Hair Catcher & Drain Sto...",5,5000
880,Mahek Wall Mounted Mop Organizer Brush Broom Holder Hanger Storage Rack Kitchen Clips Tool Seamless Mop Hook Fixed On Gard...,1,5099
881,uxcell Reducing Pipe Fitting - Reducer Hex Nipple - 3/4 X 1/2 BSP Male Connector Zinc Finish Plating,3.4,5099
882,Angel's Soap Dispenser Scrubber Cleaner Dish Wand Brush Scrub Refill Washing Kitchen,1,5099
883,NM Enterprises Automatic Wireless Water Bottle Can Dispenser Pump with Rechargeable Battery for 20 Litre Bottle Can with P...,5,"50,299"
884,"Oleanna Oalsn Angel Brass Swan Neck Pillar Tap with Swivel Spout (Silver, Chrome Finish)",4.2,"50,366"
885,uptodateproducts 10pcs Diamond Hole Saw Marble Drill Bit Set 3-50mm for Glass Ceramic Tile Drilling Tools,3.8,"50,299"
886,DOLPHY ABS Liquid Soap Dispenser (300ML),4.1,"50,299"
887,Supvox® 11 Pieces Hand Drill Bits Set for Jewelry Making Include 1 Pin Vise Hand Drill and 10 Twist Drills (0.8-3.0mm) for...,3.9,5039
888,"Rubber Drain Water Valve Seal Set (LG, Type 2 Bottom Up)",3.9,5090
889,"BUILDSKILL BCM0010 Marble Cutter Machine, 110mm, 1050W, 13000RPM, Suitable For Cutting Varied Range of Tiles & Marbles (Red)",4.5,"50,729"
890,Wolblix High Power 18650 Headlamp 1800LM CREE XM-L T6 LED Headlamps Hunting Headlight Bicycle Camping Head Torch Light led...,3.7,5099
891,"KARCHER WD 1s Classic *KAP - Multi-Purpose Vacuum Cleaner, Yellow",4.2,"502,090"
892,Havells Lagoon Dingdong Polyphonic Doorbell (Black) (AHNLEXU002),3.3,5099
893,Vruta Multipurpose Kitchen Bathroom Shelf Wall Holder Storage Rack Super Adhesive Bathroom Shower Organizer Rack Shelf (Pa...,3.2,5099
894,"GVD PVC & FR Insulated 2 Core Flexible Copper Wires & Cables for Home & Domestic Industrial Electric Wiring, Electric Wire...",4,"50,368"
895,"Jon Bhandari Tools 3pc Wooden Handle Wire Brush with Carbon Steel Bristles for Cleaning, Scrubbing, Rust & Paint Removal a...",3.8,5050
896,"MHS Half Moon Stainless Steel Safety Door Stopper Floor Mount Half Dome Door Stopper, Door Stop Bumper Wall Protector with...",3.9,5000
897,Atulya 100% Waterproof UV Resistant Multi Layer Durable Cross Laminated Tarpaulin/Tarp/Tirpal/Tadpatri 150 GSM Size 6FT X ...,3.8,5099
898,"ASTRECA Kitchen Sink Caddy Organizer Over Faucet Sponge Holder, Stainless Steel Heavy Duty Thickening Hanging Faucet Drain...",4.4,5049
899,"ALTON SHR24500, 4-INCH, 5-Functions, 3-Way Hand & Overhead Shower Combo With SS-304 Grade 1.5 Flexible Hose Pipe & Arm, Ch...",Get,"50,200"
900,KRAVETTO 90 Degree Corner Clamp | Jaw Opening: 70mm | Adjustable Jaw with Quick Release | Right Angle Aluminum Alloy Clamp...,4.1,"50,399"
901,SOBBY Single Sided Large Cleaning Glove with 1 Microfibre 40x40 cm Thick Drying Cloth (Multicolour),3.8,5099
902,"Real Life Solution HVAC Reamer (Inner and Outer), 3/16"" to 1-3/8"", Reams and bevels Copper, Plastic, Iron, Steel, and Bras...",4,5000
903,"VOLO Tandem Drawer Box System with Double Gallery with Load Capacity Upto (White, 500mm/8 Inch, 45 Kg)",4.3,"50,030"
904,Transcend DrivePro Body 10 1080p Body Camera with Night Vision,4.6,"509,990"
905,Plantex Stainless Steel 304 Grade Squaro Soap Holder for Bathroom/Double Soap Dish(Chrome) - Pack of 1,4.2,"50,599"
906,Hetkrishi Mindy Heavy Duty Super Class Anti-Theft Lock (60mm) - Worlds First Most New Lock Core Structure - Hardened Zinc ...,4.3,5099
907,"Spartan Wall Anchor Fasteners kit - Size M6 (Golden, 10 Pieces)",5,5099
908,RSP Quality bit® Toilet Tissue Paper Roll Holder/Dispenser with Lid - Stainless Steel Bathroom,3.4,5099
909,CASSARINA Outlet Cover Childproof 86 Universal Model Waterproof Outlet Box 12.2×10.8×7.3 CM Waterproof Outdoor sockets for...,5,5099
910,DOCOSS 304 Grade Stainless Steel Flexible Tube Shower Hose Pipe/ Hand Shower Tube / Health Faucet Pipe Jet Spray Tube (1.2...,3.4,5095
911,"MEDBUDDY�?Industrial Air Blow Gun with Adjustable Air Flow Nozzle and 2 Steel Air flow Extension, Pneumatic Air Compressor...",3.4,5099
912,"VRCT Plastic Soft Long Bristle Carpet Upholstery Cleaning Brush for Home Car Carpets, Sofas, Curtains, Upholstery (Random ...",3.8,5050
913,NOHUNT Cleaning Brush with Hard and Long Bristles for Car Seat/Carpet/Mats,3.9,5099
914,"Mx Conversion Plug 3 Pin Indian To Europe Schuko Socket Adaptor 3518 (3518, Black)",3.5,5058
915,"VOLtORb - Kross Softy Musical - Church Bell Sound Musical Door Bell (1 Tunes) - White Color, Material Plastic - Matt Finis...",4,5099
916,Yohii Double Beam Outdoor 100m Security Active IR Infrared Detector with Beam Alignment Sensor Alarm,4,"50,999"
917,"Bellox 12 in 1 Home Tool Kit Set, Electrical Repair Tool Storage Kit Set for Emergency Uses, Screwdriver, Hammer, Measurin...",4,"50,299"
918,"FIGMENT Automatic Water Dispenser Pump for Drinking Water Can, Rechargeable Battery, Hassle-Free, Easy Clean, Avoid Bacter...",4,5099
919,"Dharmik_Enterprise Anti Theft Motion Sensor Alarm Lock for Home, Door, Shop, Office and Bikes.",5,5050
920,"Brite Guard Cellulose Cleaning Sponge Mop, 16 x 20 x 0.4 cm, Multicolour - Pack of 20",4.1,"50,196"
921,"SOFTSPUN Microfiber Cleaning Cloths, 50x50cms 4 pcs Towel Set 340 GSM Purple! Highly Absorbent Lint and Streak Free Multi-...",4,5095
922,Spotzero By Milton General Cleaning Carpet Duster (Aqua Green),4,5099
923,Generic EBIVAEC67054 Wholesale Price 10 Piece/Set High Speed Steel Burr Drill Bit Set Wood Carving Rasps For Dremel 1/8 In...,3.6,"50,499"
924,HIKVISION 8 Channel DVR with 2MP ColorVu 4 Dome & 4 Bullet Cameras (24/7 Colorful Imaging) + 1TB HDD + Cable Roll (1+3) + ...,3,"509,999"
925,"SONOFF 5V Micro USB Smart WiFi Adaptor Smart Switch for Type A USB Devices, Compatible with Alexa & Google Home Assistant,...",3.5,5099
926,SOFTSPUN Microfiber Cloth - 5 pcs 40x40 cms 340 GSM Orange Thick Lint & StreakFree Multipurpose Cloths Automotive Microfib...,4,5055
927,"Safe Lock Nylon 66 Cable Tie Heavy Duty Strong Zip Wire Fastener (White, 2.5 x 100 mm)",3.9,5075
928,ADTALA Bathroom Rack - Bathroom Shelves - Kitchen Storage �?Multipurpose Rack and Shampoo Holder with 4 Hook - Adhesive Sh...,4.7,"50,999"
929,ANMEX® 12x12 (12INCH) Super Heavy Ultra Slim Rain Shower Head with 24inch SS Round Shower Arm Shower Head (size-12inch Sho...,3.8,"50,800"
930,Genuine Decor Solid Wood Bathroom Floating Shelf/Wall Shelf/Storage Shelf/Decoration Shelf,4.5,"50,999"
931,"AUSHA® WiFi CCTV Camera Mobile Connect Smart Camera with Night Vision, Two Way Audio & Motion Detection",1.8,"50,999"
932,Hanumex Heavy Duty 28 in 1 Multipurpose Steel Alloy 28 Pieces Screwdriver Set with Solid Plastic Slotted Case 28 in 1 Dism...,2.8,5099
933,STANLEY 62-257 Phillips® Screwdriver-PH0X100mm,4.1,509
934,"Jonicy Electrically Driven 5 in 1 Magic Brush Cleaner for Kitchen, Bathroom, Tiles Wash, Carpet, Bath Showers, USB Recharg...",3.8,5099
935,"CoolTool 1/2"" Drive Ratchet Handle 257 mm (Steel, Multi colour)",4.1,5099
936,CHESTON LED Flashlight White Light | Compact | 300 Lumen | 50m Range | 6 - Month Manufacturing Warranty | Multiple Mode Fu...,3.8,"50,899"
937,Indian-Shelf 2 Piece Turquoise Knobs -Ceramic Cupboard Knobs Handles - Star Door Handle - 5.08 cm Drawer Pulls,4.2,5076
938,PagKis UK Universal Flat Pin 3 Pin with Universal UK Conversion Plug Socket Travel Power Plug Adapter,4.1,5010
939,"Atlantic Door Butt Hinges 5 Inch x 14 Gauge/2 MM Thickness, Stainless Steel, Matt Finish, Pack of 12 Pcs",4.1,"50,619"
940,"Luteti 2 in 1 Floor Scrub Brush, 2022 Upgrade Floor Brush Scrubber with Long Handle, Premium Rotating Bathroom Kitchen Cre...",3.1,5099
941,"SHOP BY ROOM Extra Large Wet and Dry Floor Cleaning Cloth,Pottu, Pocha -18 inch x 18 inch - Pack of 3 (White), Cotton, 120...",3.7,5099
942,Exotic Arcade 24 pcs Long Combination Spanner Set/Wrench (Set of 2),2.7,5099
943,"Sellzy HS-014 Fish Hand Rain Spray Hand Shower with 1.5 mtr SS Shower Tube and Wall Hook Shower Head (Plastic , Chrome Fin...",3.8,5099
944,"Brilliant Empty Extension Drum without Cable and 2 Sockets of 15 A, MCB Switch with Indicator, Metal Body with Powder Coating",3.7,"50,500"
945,"ONEPEARL(LABEL) 40 PCS Self Adhesive Cable Management Clips, Plastic Cord Management Clips Sticky Wire Clips Cord Holder f...",3,5000
946,"Benecio Metal Iron Coating Self-Adhesive Bathroom Corner Rack, Black",3.6,5099
947,"Multi-Functional Eraser Magic Melamine Foam Cleaning Sponge, (Size: 7 x 11 x 3 cm), Pack of 4",3.1,5060
948,RAB Hinges Sleek-O-Matic Multipurpose Door Closer (Color:- Brown) (Pack of 2),3.3,"50,100"
949,HiFam Putty Knife Blade Scrapers | Putty Knives | Putty Knife Set | Plaster Scraping | Drywall Decals Patching | Spackle M...,3.8,"50,499"
950,Self Adhesive Multi-Function Towel Holder- Kitchen Towel Holder - Towel Hanger for Bathroom - No Drill Require (46 cm Towe...,4.2,5049
951,"Taparia 1173-12"" PF 305 mm Adjustable Sly Slide Wrench Spanners Phosphate Finish - Pack of 1",4.2,"50,660"
952,"Goldennest Rainbow Plastic Microfiber PP Static Duster for Glass, Fan, AC, Car Dashboard/Seat, TV, Fridge,Printer-Electros...",3,5098
953,Plantex Pure Brass AQ-1403 Single Lever Pillar Cocktail Tap for Wash Basin/Water Tap for Kitchen Sink with Teflon Tape (Mi...,3.9,"50,199"
954,Highway Plastic Unbreakable Plastic Multipurpose Bath Tub/Washing Tub in House for Multipurpose Work 70 LTR (Dip Tub) Food...,4.1,"50,999"
955,"Taparia SA46 Steel 1/4 Square Drive Socket Set (Silver, 46 Piece)",4.2,"50,499"
956,"Anchor by Panasonic Penta 1 -Way Switch (White, Pack of 20)",3.9,5020
957,ANMEX® Premium Over Head Rain Shower without Arm (12x12 (12Inch)),3.5,"50,800"
958,SUNBIRD Waste Drain Pipe for Kitchen Sink Wash Basin to Connect Waste Water Line,3.8,5099
959,Anchor Flex Box 2 Pin Top 8 m Wire,4.2,5020
960,"INDOROX Flora Brass Chrome Plated Angle Cock (Silver, Standard Size)",3.5,5050
961,Rangwell Socket Adjustable Universal Multi Function Wrench Spanner Set Tools Snap and Grip Open End Snap N Grip Tool Spann...,3.4,5099
962,"Plantex 304 Stainless Steel Corner/Bathroom Shelf/Kitchen Shelf/Wall Mount (Black,9x9 Inches)",4,"50,049"
963,"Generic Self Locking Nylon Cable Zip Ties, 2.5 X 100mm (Black, 100 Piece)",3.8,5050
964,NEW WARE® Ceramic Disk Fitting Brass FLT Type 28 x 1.5 Spindle for Repairing Disc Inner Part Cartridge for Taps - (Pack of...,4.2,5099
965,IRONSTAY FIRE BLANKET (1 X 2) METER FIBER GLASS Industries Hotels Kitchen Camping Home Flame Retardant Fiber Glass Materia...,5,5099
966,GRIVAN Stainless Steel 2 Layer Multipurpose Shelf Organizer Bathroom Shelf and Rack with Tumbler Holder Bathroom Accessories,3.8,"50,599"
967,WHOLESALE INDIA Supreme Bazaar Towel Ring Silver Stainless Steel Towel Ring Holder (Set of 3),3.8,5099
968,"Black + Decker BDCINF18N-QS 160PSI AC/DC Multipurpose Cordless Tyre Inflator with Digital Guage, Autocut off system and 2 ...",3.8,"502,500"
969,"HIYA Brushed Tap Shower Sprinkler Plastic Shower Brushed Head (Standard, Multicolour, Set of 3)",3.6,5099
970,"Hetkrishi Big Call Bells,Chrome Finish, All-Metal Construction, Desk Bell Service Bell for Hotels, Schools, Restaurants, R...",3.8,5099
971,ANMEX® ROUND 8X8 (8Inch) Over Head Rain Shower with Round Shower arm (18Inch Arm),4.5,"50,999"
972,DWIZ Enterprise Plastic Bathroom Bucket 5 LTR Small Size Multicolor,3.8,5099
973,"2 Pack Collapsible Plastic Bucket with 2.6 Gallon (10L) Each, Foldable Round Tub for House Cleaning, Space Saving Outdoor ...",4.8,"50,599"
974,REMOTION® Wash Basin Countertop | Tabletop Ceramic Bathroom Sink | Wash Basin Over Counter | Wash Basin For Bathroom (18 x...,4.3,"50,999"
975,Orient Electric 240V 6A Four-Way Extension Board with Wire - 2 Metre with Overload and Short Circuit Protection (White),4.3,5098
976,Parteet Universal Extension Cord Power Strip 4 Socket & 4 Switch with Fully Brass Parts Used & Copper Lead 2 Meters 3 Core...,3.6,5090
977,"NEW WARE® Brass Wall Hook for Faucet, Health Faucet Holder, Hand Shower Holder (Multi Purpose)| Wall Mounted Holder/Hook (...",4.3,5049
978,CONTACT Assorted 8 inch Nylon Cable Ties Tie Wire Organiser Ties 100 Pieces (White),3.6,5099
979,Aquieen 24 inch Stainless Steel Shower Arm Square with Wall Flange,4.1,"50,100"
980,(Renewed) CP PLUS CP-E31A 3 MP Wi-Fi PT Camera/ Security Camera - 15 Meter,2,"50,109"
981,DECOWORLD || Metal Designer Bathroom Shelf || Wall Mount Bathroom Rack || Classic Pattern (Black - Pack of 2),4.3,"50,599"
982,"AliJa® Steel Hydraulics Gas Spring Stay Strut Pneumatic Lift Support Cabinet Hinges 5Kg Load Capacity (Silver, 50 N) - Pai...",3.8,5000
983,"Anchor by Panasonic Spike Guard- 4 Universal Socket Shutter with Individual Switch - 4 Mtr (22569) (White, 1 Piece)",3.8,5045
984,"Schneider Electric TeSys D - AC Contactor - 18A, AC3, 220VAC, 3 Pole, 1NO 1NC, White, Fixed & DIN Rail Mounting Contactor,...",4.1,"50,860"
985,Easyhome Furnish 304 Stainless Steel Stand with Glass soap Dish for washbasin Wall Mount/soap case Stand/soap Holder for w...,4.3,"50,399"
986,STRENGTH Stainless Steel Half Thread Waste Coupling 32 MM for Wash Basins- (Pack of 1),4.2,5099
987,"Homdum Assorted Nails, Screws and Nylon Plugs Set, multipurpose diy home kit pack of 400 nos",4.2,5099
988,SOFTSPUN Microfiber Wet & Dry Cleaning Mop Refill - Sky Blue - 19inches,3.7,5049
989,Homdum Hanbon Impact Driver Hanbon 12 PC Set Impact Screwdriver Portable Screw Driver Chisel Bits Steel Crv,3,"50,999"
990,"BASSINO Art Wash Basin Countertop, Tabletop Ceramic Bathroom Sink/Basin, Painted finish (455x325x145mm) (Design18), Black ...",4.2,"50,600"
991,"MODERN Pipe Threading Die Set B.S.P. 1/2""-3/4""-1""",4.1,"50,035"
992,HOMEROOT® Stainless Wet and Dry Cleaning Spin Mop Rod Stick Pole with 2 Refills (Multicolor) Combo Set of 2,3.3,5049
993,easy electronics 12V Dc 10 RPM Geared Motor (Black) - Set of 2,4.1,5099
994,M S CREATION Foldable Collapsible 5L Silicone Bucket Portable Space Saving Large Water Bucket with Carry Handle for Water ...,4.3,"50,199"
995,Shalimar Gold 100% Waterproof UV Resistant Multi Layer Durable Virgin HDPE Tarpaulin 200 GSM Blue Size (18ft x 15ft) Appro...,4,"50,715"
996,EYE BERRY BASI SALES WITH MISCELLANEOUS DEVICE Gold Finish 180 Degree Door View (Door Hardware Fittings),4,5099
997,"WallDesign Border Wall Sticker - Geometric Rhombus Marbles Pattern - for Kitchen, Countertop, Bathroom Décor - Glossy Lami...",4,5048
998,"HIKVISION 1080p HD 2MP Security Camera, White",4,"50,000"
999,SiSAH 5V 9V 12V Mini Relay Wireless Remote Control Switch (Relay),4.2,"50,099"
1000,Deriz Bathroom Shower Head || ABS Telephonic Style Hand Shower Head || Handheld High-Pressure Rain Spray || Massage Flow H...,3.5,5099
1001,"Plantex Aluminium Towel Rack/Towel Rod/Towel Hangar with Hooks/Bathroom Organizer/Bathroom Accessories (961,Black) - Pack ...",3.8,"50,999"
1002,Satpurush Bathroom Accessories Kitchen Bathroom Shelf Wall Holder Storage Rack Bathroom Organizer Rack Storage Box Strong ...,4.1,5099
1003,LAPO Premium Mortise Door Locks for Main Door/Bedroom Door/Door Lock Handle Set with Brass Lock Body Set with 3 Key/Main D...,4.3,"50,497"
1004,"24x7 eMall Aura Florina Brass Flower Mixer Hot and Cold Basin Tall Body 12 Inches Tap Faucet Sink (Gold, White)",4,"50,999"
1005,Hookcart Security Alarm Zinc Alloy Lock System Anti-Theft Waterproof with Smart Alarm Siren Motion Sensor for Door Gate Ho...,5,5099
1006,"KitchenFest® Stainless Steel Kitchen Strainer, 11.5 cm Sink Drain Filter Jali, Waste Coupling (Large, Silver)",4.4,5099
1007,"Godrej Locking Solutions and Systems Locks ELC 03 6-Lever Zinc Alloy Door Handle with Lock Body (Standard, Satin Steel)",4.2,"50,700"
1008,VYATISANT SALES Folding Kitchen Sponge Roller Foam Mop Home Commercial Use Tile Floor Bathroom Garage Cleaning with Squeeg...,5,"50,099"
1009,Fortune Stainless Steel L Shape Grab Bar for Bathroom & Bathtub Wall Mounted Safety Hand Support Rail Matt Finish Bathroom...,4.1,"50,999"
1010,HYCO Marble Tile Stone Cutter Machine Capacity 110MM 1200 W 13000 RPM (CM4SB),3.8,"50,000"
1011,Heavy Duty Box Packing Manual Strapping Tool Crimper Sealer Machine Plass,3.5,"50,200"
1012,UMI 220V to 110V Step Down Transformer 1600W Voltage Converter for US Appliances Used in India (VC-2000),4.1,"502,400"
1013,TOTAL HOME : Single-Lever Sink Mixer tap Kitchen Sink Wash Basin Mixer Faucets with Connection Pipe with Hot & Cold Water ...,3.8,"50,999"
1014,Ozone OZFL-55-F Black Fingerprint Access Automatic Locking System Smart Digital Furniture Lock (Black),3.8,"50,490"
1015,Kohler Aqua Turbo 235 Bath and Shower Valve for Bathroom - Silver with Chrome Finish - Concealed Shower Wall Mixer - Singl...,4.4,"50,000"
1016,"ZURATO Self Adhesive Plastic Kitchen and Bathroom Shelves Wall Organizer Shampoo Cosmetic Storage Shelf, Wall Holder Kitch...",4,5099
1017,GIZMO pack of 4 Clutch Nut Spanner Repairing Tool for Multibikes 2 In 1 Motorbikes Made on CNC Machine Hardened and Temper...,3.9,"50,499"
1018,"Command Designer 1 Hook and 2 Strips, Large Hooks, Damage Free Walls, Holds Strong, Self Adhesive, Holds 2.2kg,White",4.1,5099
1019,"Brienstripe Folding Shelf Brackets - Heavy Duty Metal Collapsible Shelf Bracket for Bench Table, Shelf Hinge Wall Mounted ...",4.5,5099
1020,"Juzr / Plastic Cleaning Brush with soap Dispenser for Kitchen Sink washbasin,Dish Washer with Storage Stand Holder,Palm Sc...",4.3,5099
1021,"Reward Bench Vise Cast Iron Body with Steel Casting Nut No.6 , 150MM (6 Inch , Blue and Silver )",3.7,"50,250"
1022,"KVAM Wonder Heavy Duty Extension Board with Individual Switch, Sockets, LED and Surge Protector - 1.6 Meter Cable. This Sw...",3.7,5050
1023,"INDRICO PVC 1200W 1 Way Extension Board with Sockets and Long Wire (Pack of 1, White) (15 Meter Cable)",4.6,"50,999"
1024,Ruhe® PTMT Nozzle Bib Cock Faucet/Tap | City Collection Nozzle Bib Tap with Wall Flange| Plastic Water Tap for Garden Area...,3.6,5000
1025,BK Micro Mini Brass Hand Plane Set Wood Finish Planer Hobby Craft -Set of 3 Pieces,4,"50,999"
1026,"Hi-PLASST (1 pc) 3 Socket (5A-250V) Universal Travel Adapter 3 Pin Multi Plug with Individual Switch, Safety Shutter, Fuse...",3.9,5099
1027,"Elegant Casa Dual Push Flush Button Toilet Water Tank Flushing 65mm Mean Lid cover Hole should be at least 65MM/2.3"" Repla...",4,
