rank,name,ratings,actual_price
415,Gilli Shopee Stainless Steel Nylon Flexible Drinking Straw Cleaning Brush Pipe Tube Cleaner and Teat Cleaning Brush Straw ...,4.6,5049
416,"HOKIPO Magic Sticker Series Plastic Self Adhesive Waterproof Toilet Paper Holder (Model-AR2809, Standard Size, White)",4.1,"50,399"
417,"VATSHVI 2 Modes Adjustable Kitchen Sink Faucet Extender Sprayer Attachment Movable Tap Head 3603. Rotatable, Anti-Splash Wa...",3.7,"50,099"
418,"Capresist Drill Bit Set of 13 for Wood, Malleable Iron, Aluminium, Plastic and Masonry with Set of 5 Pieces for Concrete a...",3.8,5000
419,Kamal Bib Cock- Vista (VST-2512),4,5010
420,"Giffy® Stainless Steel Kitchen Sink Strainer with Handle, Filter Stopper Mesh Long Hair Food Blockages Cleaning Tool for B...",4.4,5099
421,CCTV Cage Protection for Dome Camera,4.2,5099
422,"Primeway Polyester Microfibre Mop Head Refill Assorted Pack, 130 Grams, Pack of 3",4.1,5085
423,"EzLife 8-Inch Self-Adjusting Automatic Cable Cutter Crimper, 5 in 1 Multipurpose Tool Wire Stripping Cutting Pliers, 10-24...",4.2,5099
424,Ganraj Multi-Functional Electric Cleaning Brush 5 in 1 Magic Power Scrubber with 3 Brush Heads Household Cleaning Tools Cl...,5,"50,199"
425,Electric Spin Scrubber with 4 Brush Rechargeable-Bathroom Bathtub Kitchen Scrubber Cleaning Brush -Grout Brush for Cleanin...,4.1,"50,499"
426,"VIHAX Paper Towel Holder with Magic Adhesive Pad, Kitchen Paper Roll Holder Wall Mount, Stainless Steel Self Adhesive Wall...",4.4,5099
427,Qolixs Microfiber Flexible Cleaning Brush Feather Duster Magic Dust with Stainless Steel Extendable Handle Cleaner Fit Hom...,4,5099
428,JKC SS 45mm Round Seat Cover Hinges Kit for Wall Hung and One Piece Toilet Soft Close Hydraulic Seat Cover,3.9,5049
429,Hvision Hikvision DS-U02 3.6mm Optical 2MP 1080P HD USB Web Camera Built-in Microphone with Clear Sound,4,"50,000"
430,JAGGER JHF2210 Health Faucet Set for Bathroom/ Health Faucet Set for Toilet with 1 Meter Flexible Stainless Steel Hose Tub...,3.4,"50,999"
431,"Xtra Power Professional XPT 482 Cordless Drill Machine, Red",3.9,"50,600"
432,Impoda Toilet Seat Cover Hinges | Suitable For Kohler Type Only Toilet Seat Cover,3.3,"50,499"
433,ZAP BRE305 Breeza Series 100% High Grade Brass 3 in 1 Wall Mixer with Shower Arms & Head | Multi Flow Hand Shower with 1.5...,3.5,"50,999"
434,"SPECULO Foldable Microfiber Fan Cleaning Duster Steel Body Flexible Fan mop for Quick and Easy Cleaning of Home, Kitchen, ...",4.4,5099
435,"advancedestore Sponge Scrubber or Wipes Super Absorbent Multipurpose Sponge for Washing Cars, Walls, Windows -p (Pack of 4)",4,5050
436,SToK Laser Range Finder/Distance Measuring Meter Tape (Black; 164 Feet/50 m),4.1,"50,999"
437,Hotfix Cleaning Soft Brush Keyboard Cleaner 5-in-1 Multi-Function Computer Cleaning Tools Kit Corner Gap Duster Key-Cap Pu...,4.7,5099
438,Plantex Stainless Steel Folding Towel Rack with Stainless Steel 304 Grade Darcy Bathroom Accessories Set 5pcs (Towel Rod/N...,4.1,"500,549"
439,"Gala - 151810 Scrubber with Long Handle (Multicolour)+Gala Iron Bull Floor Scrub Pad, 1 Piece",3.7,5035
440,Madhav Traders Plain Holder Metal Multipurpose Kitchen Bathroom Shelf/Strong Magic Sticker Shower Caddies Kitchen Rack Sto...,3.3,5099
441,"LandVK Scratch Proof Kitchen Utensil Scrubber Pads for Dishwashing, Bathroom and Toilet Cleaning, 19mm, Multicolor, Pack o...",3.6,5099
442,Spotzero by Milton Super Absorber PVA Sponge Cleaning Mop,4.1,5049
443,VICTAC Chrome Plated Kitchen Sink Drain Plug Water Stopper Bath Tub Drain Plug Basin Bathtub Drain Stopper Plug Sink Acces...,3.5,5099
444,Homdum Aluminium Blind Rivet - Metal POP Rivets for Riveting Gun/Riveter machine Pack of 100 Pieces. (4.8 x 20),4,5025
445,Ozone Safe Locker for Home | Ozone Digital Lock | Ozone Locker Safe For Home | Master & User PIN Code Access | Emergency K...,4,"50,690"
446,"YUV'S Screwdriver 25 in 1 Precision Set Pocket Repair Maintenance DYI Tool Kits for PC, Mobiles, Laptops,Watch and Digital...",3.7,5099
447,"Gajanan Ceiling Cobweb Cleaning Plastic Broom with Gobhi Jala (Large, Colour May Vary), 1 Piece, hard_floor",3.6,5099
448,Spin Mop Rod Set | Stainless Steel with Disc and Cotton Microfiber Refills | Easy Floor Cleaning Mop for Home & Office | A...,3.8,5099
449,"Digiway 8 + 1 Round Power Strip Extension Cord/Board with Master Switch, Indicator, Safety Fuse & 8 International sockets,...",3.5,5099
450,Step Down 220V to 110V 200W Voltage Converter for US Appliances Used in India with Toroidal Transformer VC-250,4.3,"50,999"
451,"AGRICO TATA Spanner Set (Silver, SPR013) - Pack of 8",4.4,"50,422"
452,TruVeli Stainless Steel Kitchen Sink Strainer Drain Net Basin Basket Filter Stopper Drainer Jali - Small,3.8,5099
453,"MOBDESK Grass Stainless Steel Broom/Phool Jhadu Floor Broom Stick for Home, Office Floor Cleaning Mop (5 Pcs) (Broom 2pcs)",5,"50,200"
454,TELESIN 360 Rotation Fast Face & Object Tracking Cameraman Robot Mount Holder for Phone and Camera Video Vlog Live Streami...,4.1,"50,290"
455,"KolorFish Wall Protectors, 4 PCS Self-Adhesive Door Handle Bumper Guard Stopper, Rubber Self- Adhesive Crash pad (White)",4.1,5099
456,"Rotatable Triangle Mop with Long Handle, Microfiber Flat Floor mop Rotatable Cleaning Glass Wiper Window Cleaner Floor Cle...",3.9,"50,499"
457,"Kohler 75924IN-CP Plastic Overhead Shower, Silver, Polished Finish",4.4,"50,550"
458,Ekavir 40 W 220V Electric Vacuum Solder Sucker Welding DE soldering Pump Iron Gun,3.7,5099
459,"Abji Multi-Purpose Wall Mount Floating Shelf Wall Mounted Storage Shelves For Kitchen, Bathroom, Bedroom, Office (Pack Of ...",3.7,5099
460,WELDCRAFT 12inch water level Indicator/Aluminium scale Magnetic Carpenter's Level (30 cm) /Magnetic Carpenter's Level indi...,3.8,5099
461,"Amazon Brand - Solimo solutganv2_3 Plastic and Metal Health Faucet with Flexible Pipe and Wall Hook, White, Chrome Finish",3.7,"50,000"
462,"INGCO 2pcs Pack End Cutting Pliers, 7""/180mm Cr-V, Black Finish and Polish, Hand Tools Heavy Duty Plier End Cutting Pliers...",4.1,5016
463,HomeMate® WiFi+BLE 3+1 Node Switch | 3 On/Off and 1 Fan Regulator | Retro Fit with Manual Control | No Hub Required | Work...,4,"50,990"
464,"Corvids 75 Kg Stairs Climbing Aluminium Hand Truck | 2-Year Warranty | Portable Strong Dolly Cart with Foldable Wheels, Ex...",4.5,"50,999"
465,"WSK Steel Chrome Finish Alloy Zinc Solid Joint Less Heavy Rod Curtain Bracket Accessories For Door And Window (S123-001, 1...",4.4,"50,000"
466,DDSS Retractable Tape Measure Key Chain 1.5M/60in Measuring Tape : (Random Color),5,5025
467,"TOMAHAWK T3600 Dual Air Flow 230| 350 L/min, Dual Temp 4003.C| 5503.C Heat Gun 1600W - For Shrink Wrapping, Molding Plastic...",4.2,"50,720"
468,WSK Hardware Golden Glossy Finish 3 Inch Stainless Steel Heavy Model Y Design Sofa Table Furniture Leg Pack of 4 Pcs SL116...,4.2,"50,000"
469,BEAR GRIPS Silver Power Foam/ Sponge Wool Scrubber with Steel Loops for Tough Oily Stains Dish Wash Scrub - Pack of 4,4.1,5040
470,"TECHNOVIEW Spy Pen Camera Hidden Pocket Pen 1920px 1080px Camera Full HD, Free C Type OTG, Audio and Video Recording Ultra...",3.3,"50,999"
471,TECHVIDA GLANDOTU Automatic Wireless Portable Mini Rechargeable Water Bottle Can Dispenser Pump Upto 20 Litre Bottle with ...,3.1,5099
472,NEYU Door Bottom Sealing Strip Guard/Waterproof Door Seal/Door Closers/Door Stoppers/Sound-Proof Reduce Noise Energy Savin...,3.7,5099
473,"Microfiber Duster with Extension Pole,Washable Bendable Head Ceiling Fan Duster,15-100 inch Wet or Dry Dust Collect Telesc...",4.3,5099
474,"Nextday's Kitchen Cleaning Gebi Super Magic Sponge PVA Absorbent Washing Block for Cars, Windows, Floors, Desks Multifunct...",3.6,5099
475,"Inditrust CRV Tool Kit Set For Home And Office T Spanner (Combo) (8MM,10 MM,12MM,14 MM), Hex end",4,5000
476,Varkaus Stainless Steel Sink Strainer | Kitchen Drain Basin Basket | Filter | Stopper | Drainer | Sink Jali (Set of 1),4,5099
477,CLIMAX TABLE BABY VICE REVOLVING CLAMP 75MM [PROFESSIONAL],4.5,"50,999"
478,Goldmedal 240V Twister 2-Pin 5M Cable Extension Cords (White And Red),4.1,5097
479,"Foster FSD-010 Pro Electric Screwdriver FSD-010, 350W, Copper Armature, Chuck 10mm, 750RPM, Torque 19+1 Drill (Red-Black)",4.2,"50,000"
480,TORIOX Faucet Storage Racks Sink Sponge Draining Rack Kitchen Bathroom Soap Storage Holders Shelves Sink Storage Rack Sink...,3.8,5099
481,"7Shield Nylon Safety Hand Gloves for General Construction, Recycling, Agriculture, Handling Glass and Metal Sheet, Gardeni...",3,5099
482,WingDong Mop Stick Rod Only Stainless Steel Spin Mop Stick Floor Cleaning with Microfiber Mop Head/Refill (Multicolour),3,5099
483,"Milton Plastic Orbit Transparent Bucket and Matching Mug (25 L, Color Medium Blue)",4.4,5050
484,"Multipurpose-Fancy Wooden Coat Dusting Cleaning Household Brush for Clothes, Sofa, Curtains, Bed Model",4.3,5099
485,VOLO 10 X L Shape Right Angle Glass Panel Shelf Clamp Holder Bracket Support Clip (Material :Zinc Alloy) (Silver),3.5,5050
486,"AASONS Heavy-Duty Chain Wrench Oil Filter Tool Pipe Fittings Tools Single Sided Adjustable Wrench (9"")",3.2,5099
487,"INGCO Small Tool Bag Organizer, Electrician Drill Pouch, 6 Pockets 600D Polyester with Tool Belt | for Cordless Drill, Dri...",4.3,
488,Bharat Sales Corp. Unbreakable Plastic Bucket 5 litres (Blue) - Set of 2,3.8,5099
489,"Multi-Purpose Microfiber Flat Mop l for Dry & Wet Cleaning, 360 Degree Rotating Head and Telescopic Handle, Suitable for F...",5,5099
490,"iBELL SG324X ABS 3 Way Extension Board / Cord, Multi Socket with 2 USB Port Spike Guard with Individual Switch; LED Indica...",4.3,"50,500"
491,"PUHBRHY ABS Kitchen Hanging Plastic Napkin, Cloth, Rubbish Bags Holder Cupboard Trash Bag Holder, Cabinet/Cupboard/Door Ta...",3.5,5099
492,SHOP ONLINE Stainless Steel Strainer Kitchen Drain Basin Basket Filter Stopper Drainer Sink Jali wash Basin Jali/Strainer ...,4.2,5099
493,"Amazon Brand - Presto! Microfibre Flat Mop with Clip-in Cloth Refill for Wet and Dry Floor Cleaning, (Multicolour, PREJEYO...",3.7,"50,680"
494,"Soap packaging boxes brown Kraft paper with tags, Strings and wrappers Pack of 50, 300 GSM",4.1,5000
495,"Norman Jr,Designed in Denmark, 7-Step Foldable Aluminium Ladder Laser Cut with Super Advance Sure-Hinge Technology with 7 ...",4.2,"50,199"
496,Hindware 150Mm Stainless Steel Ultra Thin Overhead Rain Shower With 225 Mm Arm - Square,3.9,"50,990"
497,"CBK Plastic Double Layer Towel Rod Holder with Hook | Wall Mounted Hand Towel Rail Hanger for, Bathroom, Washroom,Kitchen...",3.8,5099
498,Swaggers Gong Bell- 4 Inch,4.1,5099
499,Zollyss Mop and Broom Holder Wall Mount Heavy Duty Stainless Steel Broom Holder Wall Mounted Broom Organizer Home Garden G...,4.4,"50,599"
500,"Realon Metal Automatic School Timer Gong Bell (12-inch, Silver)",4.1,"50,199"
501,"Freemans Measures Microfiber Centiflex 5 Meter 19 Mm Measuring Tape, White And Blue",4.2,5060
502,Jaquar Brass Single Lever Exposed Parts Kit of Chrome Finish High Flow Diver-tor,4.1,"50,325"
503,"SR VISION Plastic Camera Mount Bracket, Anti-Rust Camera Bracket Stand, Camera Wall Mount Bracket, Portable for Indoor, Ou...",3.3,"50,799"
504,MHS Universal Health Faucet High Grade Aluminium Chrome Plated Wall Hook Stand Holder with Screw and Wall Plug (Silver),4.1,5099
505,"Care 4 Aluminum Alloy Handheld Flashlight, Black, Pack of 1 LED Flashlight with Clip, 1 USB cable, 1 Protective Case",4,"50,499"
506,"Premium Designer Table Top Ceramic Wash Basin/Vessel Sink with Slim Rim for Bathroom (18 x 13 x 5.5 Inch, (White Green Ton...",4.4,"500,000"
507,STORME Plastic Timer Socket Automatic Power Cut-Off Smart Plug (White),3.6,5099
508,OSCAR Jewellery Tools Using Making Key Paper Works Jewellery Cutting Hacksaw Frame with 144pcs Saw Blades 2 Screw,4.2,5099
509,Cossimo PVC Swan Neck Tap Wall Mounted White Plastic Swinging Spout for Wash Basin Quarter Turn Tap - Pack of 1,4.1,5099
510,F8WARES Reusable and Washable Dish washing / Kitchen / Industrial / Gardening / Cleaning Rubber Hand Gloves for Men Women ...,4,5099
511,"Aquieen Brass Full Threaded Pop Up Waste Coupling 32 MM (3"", Gold)",4.6,"50,050"
512,DGARYS Needle Destroyer and Syringe Cutter ABS Body with Heavy Stainless Steel Alloy Blade Manual Hub Cutter Machine (Pack...,3.6,5099
513,"Dampone Cabinet Door Rubber Bumpers 100 Pcs Self Adhesive Sound Dampening Clear Bumper Pads for Drawers, Table Tops, Cupbo...",4.6,5099
514,Bharti Solder Wire Rill (60/40) - 22 SWG ISO 9001:2008 (50g),4.5,5099
515,Plantex Stainless Steel 3in1 Multipurpose Bathroom Shelf/Rack/Towel Hanger/Tumbler Holder/Bathroom Accessories (15 x 6 Inc...,4.1,"50,299"
516,UNIQUE ICON Damaged Screw Extractor Set Easy Out Screw Remover Extractor Kit Drill Bits for HSS High Speed Steel Hardness ...,2.4,5099
517,Electomania Stainless Steel Bathroom Sink Drain Filter Shower Cover (Silver),4.3,5099
518,"Jack Ratchet Wrench ,Garage Tire Wheel Lug Wrench Auto Labor-Saving Jack Ratchet Wrench Car Jack and Lug Wrench Handle Wre...",5,"50,299"
519,"Welofy Electric Spin Scrubber , Electric Cleaning Brush with 3 Brush Heads,Bathroom Rechargeable Scrub Brush,Shower Scrubb...",5,5099
520,SAFEYURA Fire Extinguisher for Home use Car Kitchen fire Safety Cylinder Fire Stop Bottle 500 ML- Pack of 4 Nos.,4,"50,999"
521,"Tief Double Side Scale Aluminium Alloy Metric Inch Triangle Measurement in 90 Degree Triangle Ruler Carpenter Tool, Square...",4.1,5099
522,"gs GREATERSCAP 16 Pcs Desktop Cable Organizer V2.0 with Improved Stronger Adhesive Tape | Cable Manager, Wire Manager, Wir...",3.5,5099
523,"AVANTEK Mini Wireless Waterpoof Doorbell Chime Operating at 1000 Feet with 52 Melodies, 5 Vol Levels and LED Flash",4.7,"50,100"
524,"C&G India Turbo Flex 360 Flexible Water Saving Nozzle Faucet Sprayer Water Extender for Easy Clean Sink, Bathroom, Rinsing...",3.4,5099
525,JAMB Self Adhesive Stainless Steel 4 Bar Towel Rack for Bathroom |Towel Holder for Kitchen |Towel Hanger Stand for Wash Ba...,3.8,5099
526,"Polo PVC Polished Long Body bib Cock PVC Plastic Long Body bib Cock Standard Size 1/2 - for hot & Cold Water bib tap, PVC ...",3.7,5099
527,"EzLife Rechargeable Professional LED Flashlight 5 Mode Zoomable and 3 Modes of Flashing Torch Light (Black), Aluminum",3.7,5099
528,HOKIPO Magic Sticker Series Self-Adhesive Aluminium Bathroom Corner Shower Caddy (Silver),3.8,"50,299"
529,"Women Safety Alarm Anti-Kidnapping Alarm for Kids, Emergency Alarm for Elderly",4.2,"50,800"
530,Paradise Tools (India)® Silk Thread Jewellery Making Pliers and Cutter 3-Pcs. Combo (JK-3-MSF),3.3,5099
531,DANSR Sink Strainer for Kitchen Sink Drain Silicone Sink Stopper Garbage Disposal Drain Stopper 4.5'' Diameter (Blue Set o...,4.6,5099
532,Fortune Luxurious Stainless Steel Folding Towel Rack | Towel Stand | Towel Hanger | Towel Holder | Rack Shelf | Bathroom A...,4.2,"50,999"
533,BLACK+DECKER Phillips BDHT68127 Steel Multi-Bit Ratcheting SD - SL3SL5SL6Ph0Ph12xPh2PZ1PZ2PZ3 (24 cm) Set of 10 Pieces,4.1,5072
534,"RANUR Silicone Water Stopper with Glue Collapsible Threshold Water Dam Barrier Strip for Shower, Self-Adhesive Kitchen Sin...",5,"50,500"
535,AJRO DEAL Automatic Wireless Water Bottle Can Dispenser Pump with Rechargeable Battery for 20 Litre Bottle Can with Portab...,2.8,5099
536,INDURO self Adjusting Wire Stripper and Cutter Orange/Black,4.1,"50,000"
537,Extension Board Heavy Duty Cable 10 Meter Wire with 6 Anchor Socket and 1 Anchor Switch and 1 Indicator with 3 Pin Plug Se...,4,"50,599"
538,"Taparia DCLP 7 Drift Centre and Leather Punch Set (Multicolour), 7 Pieces",4.1,5032
539,"BUYORY Self Sticking Furniture Pads Square, Felt Pads, Non-Slip Floor Protector, Furniture Pad Noise Insulation with Plast...",4.1,"50,250"
540,Truvic Open End Combination Spanner Set -12 Piece,3.5,5000
541,Plantex 304 Grade Stainless Steel Decan Robe Hook/Cloth-Towel Hanger/Door Hanger-Hook/Bathroom Accessories (Matt Black),4.4,"50,349"
542,"Signoraware Transform Cobweb Brush Round (Expandable Upto 5 feet), Set of 1, Blue",3.7,5030
543,"GAIN Floor Mop with Bucket, Flat Squeeze Mop Bucket System Cleaning Supplies 3603. Flexible Mop Head/ 2 Reusable Super-Abso...",3.8,"50,499"
544,KITSCH Stainless Steel 1.5 meter Shower Tube Pipe Hose For Toilet Bidet Faucet and Bathroom Hand Showers Chrome Plated,4.3,
545,Amazon Brand Microfiber Universal Fit Replacement Refill for 360 Rotating Spin Magic Mop Cleaning Standard Size - Pack of ...,3.9,5099
546,ignito 2 in 1 Mesh Cleaning Brush & Wiper with Extended Handle Window Cleaning Brush Net Cleaner Double-Sided Window Clean...,4.8,5099
547,Mantra MFS100 Biometric Fingerprint Scanner (Grey) RD Service (Pack of 1),3.8,"50,499"
548,PROMIXO 8 Pin Heavy Duty Cloth Hanger Hook Set Silver for Door | Bathroom | Wall (Set of 2),4,"50,099"
549,"SHAFIRE Round Adhesive Silica Gel Bumpers Door Cabinet Drawer Safety Stopper Mute Buffer, 3x8 mm, Clear -Set of 100 Piece...",3.9,5099
550,"Kolorr Deep-Cleaning Microfiber Spin Mop & Bucket for 360 Degree Household Floor Cleaning - 1 Extra Refills, Sky Blue",3.8,"50,299"
551,FORTUNER Nylon Safety Hand Gloves | Anti Cut | Cut Resistant | Industrial | Domestic Hand Gloves - Pair of 5 (BLACK BLACK),5,5099
552,"H9 ¼ Flexible Shaft Drill Bit Extension Kit, Flexible Soft Shaft Extension Screwdriver Bits & Sockets Nut Electric Bit Pow...",3.1,5099
553,"DHONI Dishwashing Gloves Waterproof Silicone Reusable Cleaning Gloves,Household Gloves, Wet and Dry Glove, Bathroom,Laundr...",5,5099
554,"Aristo Dyna15 Plastic Bathroom Bucket,13.7 LTR",2.7,5001
555,HANDY Stainless Steel 304 Dual Folding Towel Rack for Bathroom Towel Bar/ Towel Stand/ Towel Hanger/ Towel Holder for Bath...,4.1,"50,999"
556,scrum 32 in 1 Mini Screwdriver Bits Set with Magnetic Flexible Extension Rod,3.8,5048
557,SYNERGY - Stainless Steel 4-Arm Bathroom/Kitchen Towel / Napkin Holder /Towel Stand/Rotating Towel Hanger/Bathroom Accesso...,4.4,"50,499"
558,"SCOTT Multi Purpose Kitchen Cleaning Sponge Wipe- Pack of 3 Color Reusable Wipes from Kimberly Clark, Multicolour, 15 * 20...",3.9,5036
559,Deoxys Grommet Eyelet Setting Pliers Tool for Bag Shoes Leather Belt Cloth Easy Press Button Snap Fastener Plier Button Pi...,3.8,5099
560,"Nyarra Vacuum Suction Wall Mounted Hand Shower Holders for Bathroom, Drill Free Installation - Adjustable, Reusable Shower...",3.8,5099
561,"SPOSITO 360 Degree Rotating Water-Saving Sprinkler,Faucet Aerator,2-Gear Adjustable Head Nozzle Splash-Proof Filter Extend...",2.8,5099
562,MAXADIL Heavy Quality Floor Mop with Flat Squeeze Cleaning Supplies Clean Home Floor Cleaner Bathroom Cleaning Brush with ...,3.8,5099
563,"HASTHIP® Wood Hole Drill Bit, Square Hole Drill Bit For Wood, Square Hole Saw Mortising Chisel Woodworking Tool Drill Bits...",3.4,5098
564,"ELECRANGE® Bathroom/Kitchen Sink Flexible PVC Waste Pipe Drain Hose/Outlet Tube Connector for Basin,White (Pack of 2)",4,5000
565,"PESCA Grove Chrome Finish ABS Health Faucet for Bathroom/Jet Spray for Toilet Shower Faucet, 1 pc Gun Only, Grove Chrome B...",4,5049
566,"KCS Health Faucet Set (Health Faucets, Health Faucet Set)",3.9,"50,400"
567,90 Degree Sturdy Electric Engraving Pen Machine Hand Power Tool for Steel Metal Wood Carving Glass Ceramic Plastic with Ca...,4.1,"50,000"
568,AmazonBasics Drill and Driver Multi-Bit Set - 100-Piece,4.4,"50,599"
569,MAGICLEAN Micro-Fibers Wiper Stick Set,4,"50,000"
570,"Electronic Spices 5 IN 1 60Watt soldering Iron, cutter, desolder wire, solder wire, solder stand Starter kit for beginners",2.9,5049
571,"XTREMEPOWER Multipurpose Wire Brush, 3 Pieces Set",3.6,5000
572,"ALTON GRCL3905 Brass, Wall Mixer Non Telephonic, Chrome Finish",3.9,"50,635"
573,AMBEVILLA 360 Degree Movable Faucet Aerator Water-Saving Sprinkler and Device Head Three-Gear Adjustable Head Switch Water...,3.7,5099
574,"Pixaflo Cubicle Brass Bath Tub Spout with Wall Flange, High Flow, Chrome Finish",4.3,"50,399"
575,Bizaar Flora Stainless Steel Angle Cock Valve Tap Faucet for Bathroom and Kitchen Chrome Finish and 1/2 Inch Quarter Turn ...,5,5099
576,Upkaranwale Long Handle Toilet Brush Golf Brush Head Toilet Cleaner Brush 3603. Flexible Deep Cleaning Silicone Toilet Bowl...,3.8,5099
577,Zeecell LED Bright Outdoor Solar Lights with Motion Sensor Solar Powered Wireless Waterproof Night Spotlight for Outdoor/G...,3.3,5099
578,Epic Water Proof 3 Module Plastic Gang Box With Switch & Socket (16 Amp Switch & Socket),3.6,5099
579,Havells DHMNCSPA020 PVC Plastic 20A SP C Mini MCB (White),4.1,5072
580,ZO Szonz ® Foldable Round Silicone Collapsible Bucket (Multicolor) 10 L,3.9,5099
581,Kienlix Sponge Holder for Kitchen Sink Caddy Organizer Countertops and Walls Soap Tray Dish Drainer with Detachable Dish D...,3,5099
582,"Plantex Deluxe Acrylic Bathroom Shelf (12x5 Inches, White, Matte)",4.1,"50,349"
583,Jaquar Florentine Hi Flow Single Lever Concealed Diverter Exposed Part Only (Chrome),4.3,"50,950"
584,"Valencia- Crux Electronic Digital Security Safe for Home & Office, 16 Litres, Black (Crux 250), 16 l",4.1,"50,499"
585,"Oblivion Anti Vibration Pads, Washing Machine Foot Pads for Reducing Noice and Shock and Shaking, Washer and Dryer Anti-Vi...",3.9,5029
586,"Wukama 4k Charger WiFi Camera for Home Night Vision, Motion Detection, Video Audio Live Streaming",5,"50,975"
587,H9 Ultra Magnetic ScrewDriver Bit (Magnetizer Ring + Bit) For Industrial & Home Use In Wood & Particle Board,3.8,"50,199"
588,"Maizic Smartpup WiFi 1080P CCTV Smart Net IP 360 Degree Camera, Calling, Alarm, Night Vision, No WiFi Operation Function- ...",3.5,"50,999"
589,"Godrej Locking Solutions and Systems Altrix EXS 1CK Milano Bronze Padlock (3231-Inside Opening, Brown)",4.3,"50,999"
590,"Jagger SIYA brass wash basin taps for home, Table Deck-Mounted table top wash basin tap, wash basin tap for bathroom, tabl...",4.1,"50,999"
591,"Homfine Bottle Cleaning Brush with Long Handle Foam Head (Aqua Green, Standard) (pack of 1)",3.4,5070
592,Cobra Magnum EM Pepper Spray - Pack of 3,4.4,"50,497"
593,Orce Bath Article 304 Stainless Steel with Glass Soap Holder for Bathroom/Soap Dish/Bathroom Soap Stand/Soap Case Bathroom...,4.3,"50,099"
594,Yale Electric Rim Lock Matt Black Finish,3.9,"50,730"
595,"BK 10 IMPORT & EXPORT Solar Lights, 74 LED / 3 Modes 2703. Wide Angle PIR Motion Sensor, IP65 Waterproof, Security Flood Li...",3.3,"50,899"
596,Amazon Brand - Solimo Carbon Steel Combination Spanner Set (Pack of 10),3.9,5000
597,"Kruvad 1080 Degree Rotating Faucet Extender,Bigger Angle 10803. Swivel Robotic Arm Extension Faucet Aerator,Multifunctional...",3.8,5099
598,Giffy® Foaming Kitchen Soap Dispenser Upgraded Hollow Design 3-in-1 Dishwashing Cleaning Liquid Container Manual Press wit...,5,5099
599,Hillgrove Solder Wire 15 Meter 5 meterx5,3.6,5099
600,Xtend Stainless Steel Sink Strainer Kitchen Drain Basin Basket Filter Stopper Drainer/Jali (11cm / Size 3) 2pcs,4.2,5099
601,Europa Smart Key Main Door Lock with 3 Bolts (Antique Brass),4.3,"50,820"
602,Plantex Pure Brass FLO-814 Kitchen Sink Mixer with (High Arch 360 Degree)/Basin Double Handle Hot & Cold Water Tap for Bat...,4,"50,999"
603,MADHAV TRADERS Seller Wall Mounted Double Layer soap Dish Holder Stainless Steel Wall Hanging Soap Storage Rack for Kitche...,3.7,5099
604,"IBELL Cordless Rechargeable Electric Screwdriver MS06-16, 3.6V, Li-Ion 1500mAh, Max Torque 3.5Nm, 16 Level with 2 Handle P...",3.7,"50,200"
605,Bizaar Prime Stainless Steel Pillar Cock Sink Cock Washbasin Tap Faucet for Bathroom and Kitchen Chrome Finish Quarter Tur...,2.9,5099
606,"Anchor Roma Twin Socket Heavy Duty 30828, White, 10/20 amp 240V",4.1,5041
607,"PILERMAN Wire & Metal Cutter Tempered Iron Cutting Plier Heavy Duty 8 Inch"" Multipurpose Sheet, Plastic, Jewellery Making,...",4,5099
608,Plantex Stainless Steel Towel Ring for Bathroom/Wash Basin/Napkin-Towel Hanger/Bathroom Accessories (Chrome-Oval) - Pack of 1,4.2,5049
609,"Sirius&Co 7"" Metric Rafter Square Layout Tool,Aluminum Alloy Triangle Angle Protractor",3.9,"50,399"
610,"Cablet 240 Volts 6 Way Extension Board - 6 Universal Socket + 6 Switch, 10A and 2500W - 1.8m Heavy Duty Cable - White, Med...",4.5,5095
611,"Anchor by Panasonic Polycarbonate Roma D.P. Main Switch With Pc Keyring Tag 2 Module 21770, White, 32 Amp 240V (White)",3.8,5021
612,Paffy Premium Heavy Folding Ladder With Wide Steps - Milano 5 Steps (5.1 Ft Ladder),4.1,"50,999"
613,"JB STORE 46PCS 1/4 inch Drive Socket Set,Metric Ratchet Wrench Set with 4-14mm CR-V Sockets,S2 Bits,Extension Bars,Mechani...",5,"50,799"
614,"Samnantools High Wear Resistant Steel Plain Trowel 11"" x 4"" (Plain/No Notch) (Pack of 1)",4.1,5050
615,JAPVA MART Drain Cleaning Tool ABS and Stainless Steel Hair Catching Drain Cleaner Wire Spring Sink Cleaning Stick Catchin...,4.2,5099
616,"Gongniu Polypropylene Body Extension Board (3 x 2-Pin, 3 x 3-Pin Socket, 1 Switch & 3 M Wire, White)",4.6,5029
617,ColorZebra TS Water Proof WET AND DRY SAND PAPER Grit Size 2000 .Pack of 06 Sheets of Latex Silicon Carbide sanding paper ...,4,5049
618,HBMALLINDIA Multi Functional Microfiber Floor Cleaning Healthy Spray Mop with Removable Washable Cleaning Pad and Integrat...,3.5,"50,999"
619,"Sherni Mini Bolt Cutter 8-inch/210mm, Small Bolt Cutter, Heavy Duty Wire Cable Cutter, Spring Snips Clippers with Soft Ant...",3.9,5099
620,HOKIPO Plastic Self Adhesive Napkin Towel Holder - 2 Pieces,4.4,5099
621,VENEKETY New Electric Drill Plate Cutter Attachment Drill Attachment Metal Cutter Sheet Metal Cutter Drill Attachment Doub...,3.8,"50,999"
